#  Time[s]  	bnd_inflow[Q [m3/s]] 	bnd_inflow[Qsed tot [m3/s]] 	bnd_inflow[Qsed d=7 mm [m3/s]] 	bnd_inflow[Qsed d=20 mm [m3/s]] 	bnd_inflow[Qsed d=33 mm [m3/s]] 	bnd_inflow[Qsed d=46 mm [m3/s]] 	bnd_inflow[Qsed d=59 mm [m3/s]] 	bnd_outflow[Q [m3/s]] 	bnd_outflow[Qsed tot [m3/s]] 	bnd_outflow[Qsed d=7 mm [m3/s]] 	bnd_outflow[Qsed d=20 mm [m3/s]] 	bnd_outflow[Qsed d=33 mm [m3/s]] 	bnd_outflow[Qsed d=46 mm [m3/s]] 	bnd_outflow[Qsed d=59 mm [m3/s]] 	bnd_inflow_sed[Q [m3/s]] 	bnd_inflow_sed[Qsed tot [m3/s]] 	bnd_inflow_sed[Qsed d=7 mm [m3/s]] 	bnd_inflow_sed[Qsed d=20 mm [m3/s]] 	bnd_inflow_sed[Qsed d=33 mm [m3/s]] 	bnd_inflow_sed[Qsed d=46 mm [m3/s]] 	bnd_inflow_sed[Qsed d=59 mm [m3/s]] 	
370000 	       34.075712 	               0 	               0 	               0 	               0 	               0 	               0 	        34.10166 	   0.00011049295 	   8.8379994e-05 	   1.9851034e-05 	   2.0673176e-06 	   1.9196595e-07 	   2.6393311e-09 	               0 	   -0.0059657976 	   -0.0029054464 	   -0.0013529899 	   -0.0006051582 	  -0.00063719268 	  -0.00046501044
371000 	       34.062448 	               0 	               0 	               0 	               0 	               0 	               0 	       34.115028 	   0.00032072148 	   0.00026161967 	   5.3379871e-05 	   4.8738706e-06 	   8.4038652e-07 	    7.674685e-09 	               0 	   -0.0059669588 	   -0.0029055515 	   -0.0013531409 	  -0.00060533656 	  -0.00063753126 	  -0.00046539854
372000 	       33.896792 	               0 	               0 	               0 	               0 	               0 	               0 	       34.034201 	    0.0011661475 	   0.00092204359 	   0.00021480709 	   2.2975079e-05 	   6.1460502e-06 	    1.757277e-07 	               0 	   -0.0059525113 	   -0.0028990521 	   -0.0013499938 	  -0.00060379903 	   -0.0006357377 	  -0.00046392878
373000 	       33.730783 	               0 	               0 	               0 	               0 	               0 	               0 	       33.780006 	   4.7204779e-08 	   3.9883474e-08 	   6.3144857e-09 	   1.0019167e-09 	   4.8860136e-12 	   1.6540825e-14 	               0 	   -0.0059360775 	   -0.0028923016 	   -0.0013465708 	  -0.00060196558 	  -0.00063339807 	  -0.00046184144
374000 	       33.564056 	               0 	               0 	               0 	               0 	               0 	               0 	       33.654144 	   0.00010505324 	   8.4098455e-05 	   1.8797856e-05 	   1.9810843e-06 	   1.7452234e-07 	   1.3250657e-09 	               0 	   -0.0059177153 	   -0.0028840098 	   -0.0013425632 	   -0.0006000154 	  -0.00063113301 	  -0.00045999388
375000 	       32.545747 	               0 	               0 	               0 	               0 	               0 	               0 	       33.162216 	   0.00089023643 	   0.00069856848 	   0.00016741138 	   1.9275683e-05 	   4.8166656e-06 	   1.6421646e-07 	               0 	   -0.0058666913 	   -0.0028593827 	   -0.0013310398 	  -0.00059480501 	  -0.00062557827 	  -0.00045588554
376000 	       32.525285 	               0 	               0 	               0 	               0 	               0 	               0 	       32.384464 	   0.00019006222 	   0.00015238248 	   3.4094358e-05 	    3.154433e-06 	   4.2358682e-07 	   7.3590411e-09 	               0 	   -0.0058693641 	   -0.0028610232 	   -0.0013317289 	  -0.00059503183 	  -0.00062570593 	  -0.00045587423
377000 	       33.298678 	               0 	               0 	               0 	               0 	               0 	               0 	       32.998782 	   7.5487816e-05 	   6.2252855e-05 	   1.2299772e-05 	   8.6215936e-07 	   7.2864162e-08 	     1.65238e-10 	               0 	   -0.0058917141 	   -0.0028730504 	   -0.0013370789 	  -0.00059715083 	  -0.00062756123 	  -0.00045687278
378000 	       32.405985 	               0 	               0 	               0 	               0 	               0 	               0 	       33.027653 	   1.7305241e-08 	   1.0406225e-08 	   1.5368083e-09 	   5.3607453e-09 	     1.44928e-12 	   1.3349844e-14 	               0 	   -0.0058448618 	   -0.0028511521 	    -0.001326672 	  -0.00059227213 	   -0.0006221272 	   -0.0004526383
379000 	       33.140236 	               0 	               0 	               0 	               0 	               0 	               0 	       32.995157 	   0.00038397124 	   0.00031012351 	   6.6621309e-05 	   6.1492923e-06 	   1.0716514e-06 	   5.4811041e-09 	               0 	   -0.0058809795 	   -0.0028682118 	   -0.0013347381 	  -0.00059600951 	  -0.00062623297 	  -0.00045578723
380000 	       32.487311 	               0 	               0 	               0 	               0 	               0 	               0 	       32.768487 	   2.9485202e-08 	   2.6027312e-08 	   3.3917688e-09 	   6.3701442e-11 	   2.4195304e-12 	   3.7593514e-16 	               0 	   -0.0058459892 	   -0.0028513125 	   -0.0013268331 	  -0.00059243788 	  -0.00062242884 	  -0.00045297692
381000 	        33.12534 	               0 	               0 	               0 	               0 	               0 	               0 	       32.356123 	   1.2193057e-08 	   1.0492256e-08 	   1.4594631e-09 	   2.4031868e-10 	   1.0174239e-12 	   1.0331063e-15 	               0 	   -0.0059005283 	   -0.0028758182 	    -0.001338707 	  -0.00059824667 	  -0.00062921356 	  -0.00045854291
382000 	       33.852009 	               0 	               0 	               0 	               0 	               0 	               0 	       34.888225 	   0.00018696139 	   0.00014773042 	   3.4818307e-05 	   3.9168419e-06 	   4.9117781e-07 	   4.6477182e-09 	               0 	   -0.0059290096 	    -0.002890674 	   -0.0013454098 	  -0.00060100903 	  -0.00063179728 	   -0.0004601195
383000 	        33.73257 	               0 	               0 	               0 	               0 	               0 	               0 	       33.818258 	   4.2277025e-08 	   3.5654236e-08 	   5.2121593e-09 	   1.4069764e-09 	   3.6520431e-12 	   6.2586942e-16 	               0 	   -0.0059069619 	   -0.0028819008 	   -0.0013408858 	  -0.00059851119 	  -0.00062852622 	  -0.00045713793
384000 	       32.095115 	               0 	               0 	               0 	               0 	               0 	               0 	       32.865317 	   9.4031266e-05 	   7.4369172e-05 	     1.74626e-05 	   2.0359541e-06 	   1.6201482e-07 	    1.523985e-09 	               0 	   -0.0058203675 	   -0.0028405166 	   -0.0013214293 	  -0.00058961423 	  -0.00061890743 	  -0.00044990002
385000 	        40.16238 	               0 	               0 	               0 	               0 	               0 	               0 	       35.561694 	   0.00013477673 	   0.00010699132 	   2.4541431e-05 	     2.95783e-06 	   2.8414579e-07 	   2.0089174e-09 	               0 	   -0.0062807945 	   -0.0030533141 	   -0.0014231109 	  -0.00063787151 	  -0.00067342699 	    -0.000493071
386000 	       37.513958 	               0 	               0 	               0 	               0 	               0 	               0 	          38.402 	   0.00010510677 	   8.3065891e-05 	   1.9372539e-05 	   2.4393839e-06 	   2.2349424e-07 	    5.464498e-09 	               0 	   -0.0061195713 	   -0.0029811423 	    -0.001388079 	  -0.00062066704 	  -0.00065324553 	  -0.00047643747
387000 	       35.693206 	               0 	               0 	               0 	               0 	               0 	               0 	       37.158438 	   0.00088883412 	   0.00069181429 	   0.00017049464 	   2.1331928e-05 	   5.0442498e-06 	   1.4901889e-07 	               0 	   -0.0059976074 	   -0.0029261175 	   -0.0013614708 	  -0.00060770598 	  -0.00063817716 	  -0.00046413604
388000 	       32.798183 	               0 	               0 	               0 	               0 	               0 	               0 	       33.490547 	    8.329114e-05 	   6.7209112e-05 	    1.462682e-05 	   1.3522106e-06 	   1.0217099e-07 	   8.2657151e-10 	               0 	    -0.005814824 	   -0.0028416448 	   -0.0013211022 	  -0.00058854462 	  -0.00061653049 	   -0.0004470018
389000 	       32.428871 	               0 	               0 	               0 	               0 	               0 	               0 	       32.642402 	    7.230674e-05 	   5.8351209e-05 	   1.2596833e-05 	   1.2850718e-06 	   7.3556098e-08 	   6.9348131e-11 	               0 	   -0.0058079684 	   -0.0028370056 	   -0.0013192308 	  -0.00058802091 	  -0.00061640444 	  -0.00044730668
390000 	       32.059535 	               0 	               0 	               0 	               0 	               0 	               0 	         32.2064 	   0.00073615214 	   0.00058740509 	    0.0001335028 	   1.2527153e-05 	   2.7163836e-06 	   7.1798867e-10 	               0 	   -0.0057868597 	    -0.002827316 	   -0.0013145847 	  -0.00058579932 	  -0.00061387395 	  -0.00044528574
391000 	       32.291142 	               0 	               0 	               0 	               0 	               0 	               0 	       32.139388 	   9.3366849e-05 	   7.7378016e-05 	   1.4832521e-05 	   1.0666084e-06 	    8.953853e-08 	   1.6507292e-10 	               0 	   -0.0057846749 	   -0.0028271833 	   -0.0013143152 	  -0.00058545398 	   -0.0006132063 	  -0.00044451617
392000 	       32.768752 	               0 	               0 	               0 	               0 	               0 	               0 	       32.507434 	   0.00017773502 	   0.00014661159 	   2.8580001e-05 	   2.3069896e-06 	   2.3624009e-07 	   1.9859695e-10 	               0 	   -0.0058047655 	    -0.002837856 	   -0.0013190894 	  -0.00058737598 	   -0.0006149384 	  -0.00044550573
393000 	       32.708167 	               0 	               0 	               0 	               0 	               0 	               0 	        32.82633 	    0.0034010756 	    0.0027073918 	   0.00061754089 	   5.8189789e-05 	   1.7900069e-05 	   5.3132219e-08 	               0 	   -0.0057970873 	   -0.0028343945 	   -0.0013174146 	  -0.00058655946 	  -0.00061398856 	  -0.00044473024
394000 	       32.337776 	               0 	               0 	               0 	               0 	               0 	               0 	       32.500729 	    0.0013024353 	    0.0010393531 	   0.00023578519 	   2.1972289e-05 	   5.3187859e-06 	   5.9437664e-09 	               0 	   -0.0057690832 	   -0.0028213677 	   -0.0013112089 	  -0.00058363472 	  -0.00061071153 	  -0.00044216033
395000 	       32.021531 	               0 	               0 	               0 	               0 	               0 	               0 	       32.117933 	    7.193884e-05 	   5.7842288e-05 	    1.265057e-05 	   1.3672467e-06 	   7.8650039e-08 	   8.5669181e-11 	               0 	   -0.0057568235 	   -0.0028159516 	   -0.0013085616 	  -0.00058231617 	  -0.00060914318 	   -0.0004408509
396000 	       32.639309 	               0 	               0 	               0 	               0 	               0 	               0 	       32.427841 	   0.00021489037 	   0.00017622208 	   3.5277246e-05 	   2.9943568e-06 	   3.9458823e-07 	   2.0965967e-09 	               0 	   -0.0057559456 	   -0.0028178585 	   -0.0013089279 	  -0.00058191605 	  -0.00060796059 	  -0.00043928257
397000 	       33.315916 	               0 	               0 	               0 	               0 	               0 	               0 	       33.069973 	   0.00014443766 	   0.00011756329 	   2.4613895e-05 	   2.0752977e-06 	   1.8510676e-07 	   6.9524023e-11 	               0 	   -0.0057626388 	   -0.0028235171 	   -0.0013110266 	  -0.00058227517 	  -0.00060755657 	  -0.00043826339
398000 	       32.934077 	               0 	               0 	               0 	               0 	               0 	               0 	       33.209389 	   0.00014838049 	   0.00012024958 	    2.554623e-05 	    2.379096e-06 	   2.0550179e-07 	   8.2538703e-11 	               0 	   -0.0057294775 	   -0.0028094273 	   -0.0013039998 	  -0.00057863221 	  -0.00060305258 	  -0.00043436558
399000 	       32.365049 	               0 	               0 	               0 	               0 	               0 	               0 	       32.647098 	   1.3513084e-08 	    1.177464e-08 	   1.6179421e-09 	   1.1924538e-10 	   1.2552566e-12 	   7.8059571e-16 	               0 	   -0.0056740908 	   -0.0027846343 	   -0.0012919585 	  -0.00057271569 	  -0.00059611764 	  -0.00042866461
400000 	       31.831144 	               0 	               0 	               0 	               0 	               0 	               0 	       32.093954 	   6.4528418e-05 	   5.2594257e-05 	   1.0929617e-05 	   9.5318608e-07 	   5.1312374e-08 	   4.5089507e-11 	               0 	   -0.0056329491 	   -0.0027660422 	   -0.0012829714 	  -0.00056834403 	  -0.00059104822 	  -0.00042454336
401000 	       31.893511 	               0 	               0 	               0 	               0 	               0 	               0 	       31.844571 	   7.3625334e-05 	   5.9560527e-05 	   1.2773743e-05 	   1.2155554e-06 	   7.5242901e-08 	   2.6470521e-10 	               0 	   -0.0056200317 	   -0.0027616023 	   -0.0012804854 	  -0.00056678283 	  -0.00058880412 	  -0.00042235698
402000 	       32.026181 	               0 	               0 	               0 	               0 	               0 	               0 	       31.967315 	   0.00011769343 	   9.4966994e-05 	   2.0638215e-05 	   1.9372678e-06 	   1.5082471e-07 	   1.2470279e-10 	               0 	    -0.005609975 	   -0.0027589197 	   -0.0012787352 	  -0.00056546224 	  -0.00058669558 	  -0.00042016229
403000 	       31.771974 	               0 	               0 	               0 	               0 	               0 	               0 	       31.931884 	   0.00038111294 	   0.00030579505 	   6.7778713e-05 	   6.4411808e-06 	   1.0936742e-06 	   4.3207488e-09 	               0 	   -0.0055765706 	    -0.002743943 	   -0.0012714655 	  -0.00056189546 	  -0.00058252371 	  -0.00041674297
404000 	       31.275722 	               0 	               0 	               0 	               0 	               0 	               0 	       31.457453 	     0.004312554 	    0.0034373486 	   0.00077656304 	   7.2588946e-05 	   2.4884782e-05 	   1.1685982e-06 	               0 	   -0.0055425072 	   -0.0027291564 	   -0.0012641681 	  -0.00055819199 	   -0.0005780427 	  -0.00041294806
405000 	       32.019645 	               0 	               0 	               0 	               0 	               0 	               0 	       31.342461 	   0.00014287415 	   0.00011604844 	   2.4419096e-05 	   2.2163477e-06 	    1.901453e-07 	   1.2374707e-10 	               0 	   -0.0055637974 	   -0.0027395857 	   -0.0012690133 	  -0.00056034548 	  -0.00058028889 	  -0.00041456413
406000 	       31.862783 	               0 	               0 	               0 	               0 	               0 	               0 	       32.307985 	   8.8341721e-05 	   7.3510335e-05 	   1.3836361e-05 	   9.3238268e-07 	   6.2541317e-08 	   1.0092377e-10 	               0 	   -0.0055440028 	   -0.0027310145 	   -0.0012647774 	  -0.00055819013 	  -0.00057767482 	  -0.00041234591
